fold,fold_label,control,system_id,held_out_environment_count,pure_median_distance,systematic_seed_reduction_fraction,random_median_reduction_fraction,random_q025_reduction_fraction,random_q975_reduction_fraction,systematic_empirical_percentile
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_41_H4C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,360,5.4730922037283785,0.5287910747681955,0.6278951264846837,0.617962345252736,0.6373267740821178,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_42_H4C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,360,5.400468453212614,0.4922134453387049,0.6248379109115283,0.6030285164127438,0.6316942184606066,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_43_H4C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,360,5.395412733036429,0.49338281353576074,0.6163900768833258,0.6060196551893705,0.6249579862636774,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_44_H4C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,300,5.498576913671456,0.5529490534991104,0.6231911498704448,0.6113362844199124,0.6358934959018572,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_45_H4C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,360,5.425115167796466,0.51206403789144,0.6213747341351855,0.6119687339749054,0.6293726367374064,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_46_H4C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,300,5.520309438178991,0.5570936758820418,0.6708032492416462,0.6259406833572655,0.685171457156325,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_47_H4C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,300,5.491801119518442,0.698301370614684,0.7797309235378879,0.7017682802354658,0.7876203515406782,0.015
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_48_H4C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,360,5.491008477984291,0.5506490663881253,0.6297387221391337,0.6134361336419243,0.6373880007280712,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_49_H4C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,300,5.462055158842634,0.5232980578105172,0.6204886123425716,0.6119045226678759,0.6273959161945153,0.0
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_01_H0C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,180,3.7978317847440213,0.22198271215123916,0.2760665208461692,0.23846672979698788,0.3141047802719961,0.03
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_02_H0C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,180,3.6134111094702277,0.16711378314666783,0.257849173905188,0.21578082710723367,0.2804965948741251,0.0
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_03_H0C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,240,3.68521101986824,0.21443914232810896,0.2816802676463969,0.2440912470077878,0.29397422760966696,0.02
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_04_H0C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,240,3.656619899373652,0.20991531727206098,0.3046233142969023,0.2806769839893276,0.31653840415477014,0.0
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_05_H0C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,180,3.7509676879486014,0.20920580268513864,0.30871314403857275,0.26141833912668677,0.32427049695007054,0.0
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_06_H0C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,180,3.7534336961956947,0.23590772932082824,0.32069589566728807,0.26963163126532474,0.34549872480335725,0.0
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_07_H0C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,180,3.686280272313149,0.18066983472016707,0.2959056769842173,0.24645246175115862,0.3111298905461064,0.0
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_08_H0C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,60,4.460461985632337,0.231672757622336,0.23352468758987494,0.196900369516011,0.28173057498698556,41.305
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_09_H0C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,120,3.9364383302166073,0.19483593223461382,0.2130094805182211,0.18101054498021754,0.3251932263079215,20.01
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_10_H0C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,120,3.8615820189140475,0.1609279541448451,0.22328371667128277,0.18872427741574005,0.2901269993754923,0.05
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_11_H0C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,120,3.9207517692476896,0.2526515790511921,0.23694012355803998,0.1967469991033677,0.3710811004358889,66.14
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_12_H0C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,120,3.9027619630122787,0.2344420291774035,0.2473512517062182,0.1875110456257291,0.36105354611304374,31.81
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_13_H1C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,180,4.591236371043089,0.5312257725833971,0.6407584939363811,0.611523676359933,0.6797068693024503,0.0
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_14_H1C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,240,4.637904564793718,0.5857658203962746,0.690683504596971,0.651976875497028,0.7127460758686811,0.0
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_15_H1C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,240,4.590176213213372,0.5700713815641375,0.6723595918620979,0.6147829192632653,0.6990402737617232,0.0
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_16_H1C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,240,4.635574208776912,0.5983350242293,0.7135109988540937,0.6774748758152821,0.7298925677855702,0.0
bcc_to_fcc,BCC-to-FCC,pooled_random_frames,POCC__fcc__POCC_17_H1C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,180,4.888774620120708,0.42707850027373134,0.4842762787018064,0.44967937414142667,0.5229985312522064,0.04
