architecture,fold,comparison,baseline_regime,treatment_regime,evaluation_variant,endpoint,unit,systems,baseline_equal_system_estimate,treatment_equal_system_estimate,absolute_reduction,reduction_ci_low,reduction_ci_high,relative_reduction_percent,relative_reduction_ci_low,relative_reduction_ci_high,direction,bootstrap_resamples
DPA3,bcc_to_fcc,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,energy_mae_mev_atom,meV/atom,41,112.50217763810154,36.29777263747386,76.20440500062767,56.71215436704962,94.99129559236451,67.73593773959024,51.498478303878045,81.74102289260378,improvement,10000
DPA3,bcc_to_fcc,pure_pocc_aimd_vs_pure_pocc_seed,pure_pocc_seed,pure_pocc_aimd,primary,energy_mae_mev_atom,meV/atom,41,123.3834414780935,36.29777263747386,87.08566884061963,69.3052023190229,101.55612114918449,70.58132582246179,56.573718392208924,82.59069353794062,improvement,10000
DPA3,bcc_to_fcc,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,virial_component_rmse_mev_atom,meV/atom,41,180.89623805447684,206.13059514084776,-25.23435708637092,-36.006978795922876,-14.485901993551463,-13.949630659965191,-21.284228841557017,-7.623716691298075,degradation,10000
DPA3,bcc_to_fcc,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,virial_component_rmse_mev_atom,meV/atom,41,180.89623805447684,207.45835073825725,-26.562112683780413,-80.46499727501269,19.668473222397527,-14.68361806163224,-41.20783833728238,11.841258692829344,unresolved,10000
DPA3,bcc_to_fcc,pure_pocc_aimd_vs_pure_pocc_seed,pure_pocc_seed,pure_pocc_aimd,primary,virial_component_rmse_mev_atom,meV/atom,41,206.13059514084776,207.45835073825725,-1.3277555974094923,-55.661290207025296,44.634152468394355,-0.6441331993934453,-25.12198499968246,23.370265663283334,unresolved,10000
DPA3,bcc_to_fcc,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,stress_component_rmse_gpa,GPa,41,1.4977965675363571,1.708244975177979,-0.21044840764162176,-0.30249154774540404,-0.12064241370518838,-14.050533443789146,-21.468360897428596,-7.613860246687938,degradation,10000
DPA3,bcc_to_fcc,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,stress_component_rmse_gpa,GPa,41,1.4977965675363571,1.7228902963418975,-0.22509372880554035,-0.6708054684299001,0.1583972074214884,-15.028324519115744,-41.626521612362026,11.516338447273675,unresolved,10000
DPA3,bcc_to_fcc,pure_pocc_aimd_vs_pure_pocc_seed,pure_pocc_seed,pure_pocc_aimd,primary,stress_component_rmse_gpa,GPa,41,1.708244975177979,1.7228902963418975,-0.01464532116391859,-0.4618648377635055,0.3627999526154529,-0.8573314352874195,-25.166988663147936,22.979720529597834,unresolved,10000
DPA4,fcc_to_bcc,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,force_component_rmse_ev_a,eV/angstrom,42,1.3442599673586577,0.5156904437657345,0.8285695235929232,0.36218569859198085,1.3984367075692656,61.63759568180723,42.8608214530232,71.92619027941748,improvement,10000
DPA4,fcc_to_bcc,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,force_component_rmse_ev_a,eV/angstrom,42,1.3442599673586577,0.5709537108963973,0.7733062564622604,0.43434019729832046,1.1914927644204785,57.526540642412584,44.95041546213997,67.49765602991893,improvement,10000
