fold,regime,system_id,parent_family,structure,hnf_group,environment_count,coverage_distance_mean,coverage_distance_median,coverage_distance_p90,coverage_distance_minimum,coverage_distance_maximum
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_49_H4C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_49_H4C0,4,360,1.4441128399041518,1.5875789097831183,2.252319369397029,0.00679239770210411,2.8428017032058475
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_01_H0C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_01_H0C0,0,180,2.6099408193689078,2.525342638399991,2.9955977890411245,2.050821153153778,3.134901469296309
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_02_H0C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_02_H0C1,0,180,2.6570414231716892,2.545131939350971,3.204848431632029,2.061769727144322,3.2073644294546937
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_03_H0C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_03_H0C2,0,240,2.6937005720358957,2.528001369173995,3.3904686736027334,2.0759086947755754,3.650891637235985
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_04_H0C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_04_H0C3,0,240,2.5811615069537805,2.440475234257266,3.3170487299606446,1.771535603458209,3.5936097863128893
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_05_H0C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_05_H0C4,0,180,2.6564628663356737,2.467071733149263,3.3507380660735055,1.7635225195971806,3.638752913858676
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_06_H0C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_06_H0C5,0,180,2.611435249178152,2.36909997336356,3.318950402796052,1.9998346080531735,3.6528160714926985
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_07_H0C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_07_H0C6,0,180,2.662245673664092,2.4767752824595,3.3992678201374296,1.9713486005521408,3.5244022713204437
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_08_H0C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_08_H0C7,0,60,3.209819740291378,3.170947396634692,3.4359239569690687,2.926131081674561,3.4359360520428863
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_09_H0C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_09_H0C8,0,120,2.7645516065249556,2.5915960068979604,3.2570438179102164,2.1027687437835927,3.48994469486416
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_10_H0C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_10_H0C10,0,120,2.6667635836422425,2.6840736784742827,3.1221427685043244,1.764829116923307,3.142767129181933
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_11_H0C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_11_H0C12,0,120,2.4949613516985476,2.3943778237443336,2.780337779494124,1.8045579030811907,2.962520591914797
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_12_H0C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_12_H0C14,0,120,2.491985591904223,2.3683932627813586,2.9967872991589974,1.801755530596228,3.0909271300139274
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_13_H1C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_13_H1C0,1,180,1.4524235637317966,1.363531342826123,2.256776683147023,0.7103052846930983,2.275759712837989
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_14_H1C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_14_H1C1,1,240,1.3208351528837885,1.1841122742020773,1.9603285014360454,0.669070770422056,2.215575562635135
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_15_H1C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_15_H1C2,1,240,1.358537842149875,1.2447037993510395,1.8557124975424066,0.8527461703112041,2.1124490118482244
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_16_H1C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_16_H1C3,1,240,1.2406107913424294,1.1180780381992206,1.78577483480186,0.643177835703608,2.089537763298598
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_17_H1C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_17_H1C4,1,180,2.135427670746701,2.177075642375777,2.958730428701647,1.028795378266332,3.0113503462957514
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_18_H1C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_18_H1C5,1,180,2.4462911275147294,2.4628688922164335,3.0163057998105227,1.5155498502945532,3.0202747314688274
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_19_H1C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_19_H1C6,1,240,1.2471391283428046,1.1689107787422763,1.8314962669384103,0.6995643230426526,2.2741246671231954
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_20_H1C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_20_H1C7,1,180,1.3731687876315362,1.2858394856698738,1.920954508275389,0.8008183033660005,2.1800675606371054
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_21_H1C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_21_H1C8,1,180,1.4187419090864224,1.3125979757700361,2.0582289250555066,0.8670311917347993,2.36458919652128
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_22_H1C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_22_H1C10,1,180,1.4252900333130014,1.2900922303110396,2.001928740258058,0.7832086620870256,2.3492510399415245
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_23_H1C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_23_H1C12,1,180,1.3854928627460112,1.23647037369805,2.081467516491815,0.7717076631935682,2.2733374040504484
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_24_H1C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_24_H1C14,1,120,1.5310208543411095,1.4315958836390463,2.2039852855635935,0.8959253896541468,2.342357036820889
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_25_H2C0__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_25_H2C0,2,600,1.0461799682632764,1.1128657734783856,1.4053560267899545,0.027182348871708714,1.8169395077467159
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_26_H2C1__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_26_H2C1,2,600,1.1896076864331213,1.1917929618132603,1.4735415062351152,0.6567999188364978,1.880945591499296
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_27_H2C2__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_27_H2C2,2,600,1.3025832702933586,1.308714533122933,1.5895106530667298,0.7248928876415338,1.8968917926605389
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_28_H2C3__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_28_H2C3,2,600,1.2460091448818544,1.2529831090321681,1.4749176235731642,0.487960429407923,1.9466153777735844
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_29_H2C4__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_29_H2C4,2,540,1.3371592968330892,1.333404492484166,1.590579295306171,0.7900622290672015,2.0476762823101513
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_30_H2C5__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_30_H2C5,2,660,1.3489393631718898,1.3538464784871378,1.597093711157133,0.8698869922471898,1.9883070615278458
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_31_H2C6__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_31_H2C6,2,540,1.2273445868941182,1.1846885314524371,1.5611843135437218,0.6818971361127028,1.9039118374700696
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_32_H2C7__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_32_H2C7,2,600,1.285596467539929,1.3024747311255072,1.5319644220957211,0.6607467192479859,2.052846642587519
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_33_H2C8__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_33_H2C8,2,600,1.1975420727298374,1.2057738332388537,1.4868285019343965,0.650413759566209,1.9634730598535743
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_34_H2C10__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_34_H2C10,2,600,1.0299109833423479,1.1173276376354773,1.3934495139717769,0.0092447697417053,1.7763257260732885
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_35_H2C12__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_35_H2C12,2,540,1.3000579449494098,1.2706548994764784,1.6403937261746904,0.7486018597093018,1.942267861959981
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_36_H2C14__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_36_H2C14,2,540,1.2762330310094812,1.3059570482126577,1.5346252862351701,0.4966619937250681,1.897517224526122
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_37_H3C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_37_H3C0,3,180,1.104325605716767,1.429274341368354,2.0020653747182604,0.010209481585235372,2.374142172227632
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_38_H3C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_38_H3C1,3,240,1.9425895098700257,1.894425459390271,2.3802313245158375,1.2491467638490856,2.886047374572544
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_39_H3C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_39_H3C2,3,180,2.0001526724364957,2.022911974864259,2.680375875991876,0.8451596206872268,3.036312801948148
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_40_H3C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_40_H3C3,3,180,2.1000709309773105,2.2371958200547035,2.908154381839396,0.42968800412762287,3.1761449108196516
bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_49_H4C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_49_H4C0,4,360,0.8605869238225781,0.9636867850613509,1.269813730301124,0.00679239770210411,1.7406504484281744
