architecture,fold,regime,evaluation_variant,endpoint,unit,systems,equal_system_estimate,bootstrap_ci_low,bootstrap_ci_high,bootstrap_resamples
DPA4,equal_fold_mean,pure_pocc_aimd,primary,energy_rmse_mev_atom,meV/atom,83,135.9786002976653,78.85936560836477,195.84631384002674,10000
DPA4,equal_fold_mean,pure,primary,energy_mae_mev_atom,meV/atom,83,234.4597750499129,173.37269114088707,298.3836481279951,10000
DPA4,equal_fold_mean,pure_pocc_seed,primary,energy_mae_mev_atom,meV/atom,83,188.0820646864598,128.94505608557472,250.15844017694437,10000
DPA4,equal_fold_mean,pure_pocc_aimd,primary,energy_mae_mev_atom,meV/atom,83,128.79795539878836,73.73699813613227,186.5951353482987,10000
DPA4,equal_fold_mean,pure,primary,virial_component_rmse_mev_atom,meV/atom,83,399.59842309016454,272.57562916567946,538.736243939414,10000
DPA4,equal_fold_mean,pure_pocc_seed,primary,virial_component_rmse_mev_atom,meV/atom,83,421.66121319576456,312.0745021776274,535.0454708518087,10000
DPA4,equal_fold_mean,pure_pocc_aimd,primary,virial_component_rmse_mev_atom,meV/atom,83,337.69177446463226,217.7217325056853,462.8100869093971,10000
DPA4,equal_fold_mean,pure,primary,stress_component_rmse_gpa,GPa,83,3.5717046613675403,2.352161379156923,4.9394194643385125,10000
DPA4,equal_fold_mean,pure_pocc_seed,primary,stress_component_rmse_gpa,GPa,83,3.5900781345661414,2.6347992100179973,4.575851113042116,10000
DPA4,equal_fold_mean,pure_pocc_aimd,primary,stress_component_rmse_gpa,GPa,83,2.937469154325855,1.880304200615104,4.042375804253932,10000
